approach,cpu,hidden_units,true_negative,false_negative,true_positive,false_positive,precision,recall,accuracy,f1_score,outlier_threshold,wallclock_time_seconds
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,341,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-278.34934692382814,3.11
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,168,463,0,3,38,0.07317073170731707,1.0,0.9246031746031746,0.13636363636363635,-132.0199951171875,2.83
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,216,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-173.54259643554687,2.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,571,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-466.9999969482422,5.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,15,468,2,1,33,0.029411764705882353,0.3333333333333333,0.9305555555555556,0.05405405405405406,-17.232585906982422,0.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,547,468,3,0,33,0.0,0.0,0.9285714285714286,0.0,-437.3206787109375,4.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,88,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-73.03500595092774,1.60
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,399,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-327.3208312988281,3.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,12,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-18.89940528869629,1.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,375,466,2,1,35,0.027777777777777776,0.3333333333333333,0.9265873015873016,0.05128205128205128,-284.1839874267578,2.42
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,412,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-333.1396118164063,3.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,248,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-197.52322387695312,1.84
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,402,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-330.77777099609375,3.27
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,597,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-485.10414733886716,5.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,346,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-281.6900360107422,2.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,78,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-70.48598709106446,1.60
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,435,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-338.2083740234375,3.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,286,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-226.8483093261719,2.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,572,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-464.85032348632814,4.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,335,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-264.71356201171875,2.30
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,336,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-264.91127624511716,2.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,408,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-332.9397888183594,3.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,382,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-300.96241455078126,2.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,364,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-286.42222290039064,2.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,592,474,3,0,27,0.0,0.0,0.9404761904761905,0.0,-475.1760559082031,5.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,510,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-415.4720458984375,4.12
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,490,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-389.229296875,3.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,615,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-489.4912109375,177.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,537,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-424.1648864746094,4.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,459,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-371.6070861816406,3.69
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,628,468,3,0,33,0.0,0.0,0.9285714285714286,0.0,-505.9429229736328,193.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,28,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-34.19723358154297,1.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,126,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-107.80788650512696,1.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,130,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-108.9650978088379,2.29
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,137,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-114.01298522949219,2.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,296,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-239.6645492553711,2.11
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,92,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-79.07207489013672,1.45
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,447,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-353.0299774169922,3.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,337,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-265.93267517089845,2.69
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,94,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-81.89167938232423,1.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,437,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-345.1835906982422,3.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,125,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-106.71078414916992,2.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,64,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-59.119755554199216,1.25
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,241,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-192.31016540527344,1.73
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,292,466,0,3,35,0.07894736842105263,1.0,0.9305555555555556,0.14634146341463414,-231.04236145019533,2.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,281,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-225.7216751098633,2.30
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,528,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-421.2916534423828,3.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,227,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-185.5520050048828,1.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,278,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-216.5022735595703,2.01
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,569,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-460.56020202636716,4.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,29,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-34.85729064941406,1.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,170,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-135.56649932861328,2.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,121,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-101.93561401367188,1.85
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,97,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-86.56356048583984,2.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,380,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-293.2769470214844,2.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,353,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-290.11376953125,2.61
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,129,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-110.11746978759766,2.19
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,35,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-37.579898834228516,0.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,166,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-133.14004821777343,2.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,626,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-506.2537872314453,195.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,467,469,3,0,32,0.0,0.0,0.9305555555555556,0.0,-377.0223083496094,4.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,548,461,3,0,40,0.0,0.0,0.9146825396825397,0.0,-435.3435577392578,4.96
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,275,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-213.46639251708984,1.84
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,209,468,1,2,33,0.05714285714285714,0.6666666666666666,0.9325396825396826,0.10526315789473684,-169.20309600830078,1.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,247,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-197.92388916015625,2.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,309,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-248.02228088378908,2.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,479,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-392.6657379150391,4.02
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,430,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-339.3998107910156,2.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,395,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-319.29656982421875,2.76
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,100,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-82.9365249633789,1.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,432,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-332.99021606445314,3.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,327,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-264.33347473144534,2.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,273,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-215.16130828857422,1.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,51,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-49.179760742187504,1.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,173,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-138.12208557128906,2.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,217,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-177.12041931152345,2.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,614,483,2,1,18,0.05263157894736842,0.3333333333333333,0.9603174603174603,0.09090909090909091,-490.1283660888672,177.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,616,487,2,1,14,0.06666666666666667,0.3333333333333333,0.9682539682539683,0.1111111111111111,-493.3114898681641,176.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,107,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-91.59027557373048,1.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,73,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-60.38508338928223,1.62
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,113,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-97.09189758300782,1.91
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,542,467,2,1,34,0.02857142857142857,0.3333333333333333,0.9285714285714286,0.05263157894736842,-434.32562255859375,4.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,264,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-206.34341430664062,1.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,200,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-156.97836303710938,1.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,77,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-68.49619445800782,1.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,120,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-98.93118286132812,1.63
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,313,472,3,0,29,0.0,0.0,0.9365079365079365,0.0,-242.54173278808594,2.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,501,469,2,1,32,0.030303030303030304,0.3333333333333333,0.9325396825396826,0.05555555555555555,-391.5867156982422,4.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,282,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-218.26402282714844,2.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,377,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-294.7852386474609,2.53
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,539,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-425.53794250488284,4.54
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,188,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-149.08861541748047,3.26
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,455,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-365.8830261230469,3.96
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,134,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-113.54168090820313,2.59
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,582,462,3,0,39,0.0,0.0,0.9166666666666666,0.0,-466.15411376953125,4.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,449,469,2,1,32,0.030303030303030304,0.3333333333333333,0.9325396825396826,0.05555555555555555,-354.8620147705078,4.01
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,87,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-76.27262802124024,1.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,58,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-53.269374465942384,1.39
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,297,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-241.18829345703125,2.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,84,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-73.19760131835938,1.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,294,483,1,2,18,0.1,0.6666666666666666,0.9623015873015873,0.1739130434782609,-233.423828125,2.45
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,589,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-475.7362976074219,5.46
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,562,468,3,0,33,0.0,0.0,0.9285714285714286,0.0,-452.24755859375,4.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,56,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-52.282263946533206,0.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,221,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-174.73033294677734,2.20
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,515,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-418.3497009277344,4.30
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,448,483,2,1,18,0.05263157894736842,0.3333333333333333,0.9603174603174603,0.09090909090909091,-356.2786865234375,3.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,561,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-457.9831024169922,4.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,48,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-47.01167526245117,0.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,5,472,3,0,29,0.0,0.0,0.9365079365079365,0.0,-8.569308948516849,0.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,66,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-57.684570693969725,1.16
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,276,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-216.10418701171875,2.38
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,577,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-461.5217590332031,4.24
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,59,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-55.7480827331543,1.30
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,53,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-47.82585906982422,1.04
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,191,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-156.71121215820312,2.55
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,245,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-200.08677673339844,2.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,604,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-486.0647888183594,4.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,289,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-234.1183074951172,2.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,461,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-374.9307342529297,4.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,529,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-423.20831298828125,4.16
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,625,485,2,1,16,0.058823529411764705,0.3333333333333333,0.9642857142857143,0.1,-503.40093994140625,194.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,491,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-387.7042541503906,4.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,573,471,2,1,30,0.03225806451612903,0.3333333333333333,0.9365079365079365,0.0588235294117647,-466.2923889160156,4.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,566,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-460.8797607421875,4.37
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,502,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-398.7468566894531,3.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,323,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-254.51049346923827,2.66
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,586,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-472.69317626953125,5.45
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,514,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-420.2160949707031,4.26
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,600,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-490.5482147216797,4.61
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,493,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-390.2010498046875,3.79
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,339,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-271.4897155761719,2.85
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,316,477,3,0,24,0.0,0.0,0.9464285714285714,0.0,-247.94400634765626,2.46
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,560,468,3,0,33,0.0,0.0,0.9285714285714286,0.0,-451.576171875,4.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,450,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-352.70749511718753,3.30
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,401,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-323.6449890136719,3.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,138,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-117.94226760864258,2.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,440,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-340.7954498291016,3.78
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,544,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-432.05126953125,4.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,601,478,3,0,23,0.0,0.0,0.9484126984126984,0.0,-477.82314453125,5.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,473,472,3,0,29,0.0,0.0,0.9365079365079365,0.0,-396.81419067382814,4.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,506,482,3,0,19,0.0,0.0,0.9563492063492064,0.0,-402.6098175048828,3.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,196,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-164.58837890625,2.40
